NOT,RB,0
BEGIN,VB,0
WORK,NN,0
ON,IN,0
THE,DT,0
WASTEWATER,NN,0
TREATMENT,NN,0
PLANT,NN,0
NO,NN,0
.,NN,0
2,CD,0
REPLACEMENT,NN,0
PROJECT,NN,0
BY,IN,0
SEPT.,NNP,0
12,CD,0
.,.,0
I,PRP,0
READ,VBP,0
WITH,IN,0
INTEREST,NN,0
YOUR,PRP$,0
EDITORIAL,NN,0
ENTITLED,VBD,0
:,:,0
"""","""",0
I,PRP,0
RESPECT,VBP,0
YOUR,PRP$,0
RIGHT,NN,0
TO,TO,0
SHARE,VB,0
YOUR,PRP$,0
VIEWS,NNS,0
WITH,IN,0
YOUR,PRP$,0
READERS,NNS,0
AND,CC,0
AM,VBP,0
HOPEFUL,JJ,0
YOU,PRP,0
WILL,MD,0
SHARE,VB,0
MINE,PRP,0
WITH,IN,0
THEM,PRP,0
AS,RB,0
WELL,RB,0
.,.,0
LET,VB,0
ME,PRP,0
BEGIN,VB,0
BY,IN,0
POINTING,VBG,0
OUT,RP,0
THAT,IN,0
SEVERAL,JJ,0
STATEMENTS,NNS,0
IN,IN,0
YOUR,PRP$,0
EDITORIAL,NN,0
ARE,VBP,0
INCORRECT,JJ,0
.,.,0
FIRST,RB,0
IN,IN,0
MICHIGAN,NNP,0
'S,POS,0
CLEANUP,NN,0
LAW,NN,0
"""",'',0
IS,VBZ,0
THE,DT,0
WORD,NN,0
THE,DT,0
LEGISLATURE,NNP,0
CHOSE,VBD,0
WHEN,WRB,0
REFERRING,VBG,0
TO,IN,0
PROPERTY,NN,0
THAT,WDT,0
IS,VBZ,0
CONTAMINATED,VBN,0
.,.,0
A,DT,0
PARCEL,NN,0
OF,IN,0
PROPERTY,NN,0
THAT,WDT,0
IS,VBZ,0
CONTAMINATED,VBN,0
IS,VBZ,0
-,HYPH,0
BY,IN,0
OPERATION,NN,0
OF,IN,0
LAW,NN,0
-,HYPH,0
A,DT,0
"""",'',0
THE,DT,0
DEQ,NNP,0
DOES,VBZ,0
NOT,RB,0
-,HYPH,0
IN,IN,0
FACT,NN,0
CAN,MD,0
NOT,RB,0
-,VB,0
DESIGNATE,VB,0
A,DT,0
PROPERTY,NN,0
TO,TO,0
BE,VB,0
A,DT,0
FACILITY,NN,0
.,.,0
TRUE,JJ,0
THE,DT,0
DEPARTMENT,NN,0
MAY,MD,0
HAVE,VB,0
REASON,NN,0
TO,TO,0
BELIEVE,VB,0
A,DT,0
PROPERTY,NN,0
IS,VBZ,0
CONTAMINATED,VBN,0
BASED,VBN,0
ON,IN,0
EXISTING,VBG,0
DATA,NNS,0
BUT,CC,0
A,DT,0
PROPERTY,NN,0
OWNER,NN,0
ALWAYS,RB,0
HAS,VBZ,0
THE,DT,0
OPPORTUNITY,NN,0
TO,TO,0
SHOW,VB,0
OTHERWISE,RB,0
BASED,VBN,0
ON,IN,0
OTHER,JJ,0
INFORMATION,NN,0
.,.,0
IF,IN,0
A,DT,0
PROPERTY,NN,0
IS,VBZ,0
CONTAMINATED,VBN,0
THIS,DT,0
TRIGGERS,VBZ,0
IMPORTANT,JJ,0
PROTECTIONS,NNS,0
FOR,IN,0
THE,DT,0
HOMEOWNER,NN,0
INCLUDING,VBG,0
IMPOSING,VBG,0
ON,IN,0
THE,DT,0
POLLUTER,NN,0
THE,DT,0
FINANCIAL,JJ,0
RESPONSIBILITY,NN,0
TO,TO,0
CLEAN,VB,0
UP,RP,0
THE,DT,0
PROPERTY,NN,0
.,.,0
ALSO,RB,0
IF,IN,0
A,DT,0
PROPERTY,NN,0
IS,VBZ,0
CONTAMINATED,VBN,0
(,-LRB-,0
IS,VBZ,0
A,DT,0
FACILITY,NN,0
),-RRB-,0
A,DT,0
POTENTIAL,JJ,0
NEW,JJ,0
HOMEOWNER,NN,0
OF,IN,0
THE,DT,0
PROPERTY,NN,0
MUST,MD,0
BE,VB,0
INFORMED,VBN,0
OF,IN,0
THIS,DT,0
FACT,NN,0
BY,IN,0
THE,DT,0
EXISTING,VBG,0
HOMEOWNER,NN,0
.,.,0
THESE,DT,0
ARE,VBP,0
CLEARLY,RB,0
REASONABLE,JJ,0
AND,CC,0
DESIRABLE,JJ,0
PUBLIC,JJ,0
POLICY,NN,0
OUTCOMES,NNS,0
.,.,0
WE,PRP,0
BELIEVE,VBP,0
WE,PRP,0
HAVE,VBP,0
FOUND,VBN,0
THE,DT,0
RIGHT,JJ,0
BALANCE,NN,0
IN,IN,0
THE,DT,0
FRAMEWORK,NNP,0
AGREEMENT,NNP,0
SIGNED,VBN,0
BY,IN,0
DEQ,NNP,0
AND,CC,0
THE,DT,0
DOW,NNP,0
CHEMICAL,NNP,0
CO.,NNP,0
IN,IN,0
JANUARY,NNP,0
2005,CD,0
.,.,0
THE,DT,0
FRAMEWORK,NN,0
REQUIRES,VBZ,0
(,-LRB-,0
AS,IN,0
YOU,PRP,0
SUGGEST,VBP,0
),-RRB-,0
THAT,IN,0
THE,DT,0
WORST,JJS,0
CONTAMINATION,NN,0
BE,VB,0
ADDRESSED,VBN,0
FIRST,RB,0
WHILE,IN,0
ADDITIONAL,JJ,0
STUDIES,NNS,0
ARE,VBP,0
CONDUCTED,VBN,0
.,.,0
THE,DT,0
FRAMEWORK,NN,0
REQUIRES,VBZ,0
DOW,NNP,0
TO,TO,0
IMPLEMENT,VB,0
INTERIM,JJ,0
STEPS,NNS,0
TO,TO,0
ADDRESS,VB,0
THOSE,DT,0
PROPERTIES,NNS,0
WITH,IN,0
LEVELS,NNS,0
OF,IN,0
DIOXIN,NN,0
AT,IN,0
OR,CC,0
ABOVE,IN,0
PARTS,NNS,0
PER,IN,0
TRILLION,CD,0
(,-LRB-,0
PPT,NNP,0
),-RRB-,0
.,.,0
THIS,DT,0
WAS,VBD,0
DONE,VBN,0
FOR,IN,0
CERTAIN,JJ,0
PRIORITY,NN,0
AREAS,NNS,0
IN,IN,0
2005,CD,0
AND,CC,0
WILL,MD,0
EXPAND,VB,0
TO,IN,0
ADDITIONAL,JJ,0
PRIORITY,NN,0
AREAS,NNS,0
IN,IN,0
2006,CD,0
.,.,0
THE,DT,0
FRAMEWORK,NN,0
ALSO,RB,0
REFERENCES,VBZ,0
BOTH,PDT,0
THE,DT,0
BIOAVAILABILITY,NN,0
STUDY,NN,0
AND,CC,0
THE,DT,0
U,NNP,0
-,HYPH,0
M,NNP,0
BLOOD,NN,0
STUDY,NN,0
.,.,0
THE,DT,0
GOOD,JJ,0
NEWS,NN,0
IS,VBZ,0
THAT,IN,0
BOTH,DT,0
OF,IN,0
THESE,DT,0
STUDIES,NNS,0
SHOULD,MD,0
BE,VB,0
SUBSTANTIALLY,RB,0
COMPLETED,VBN,0
THIS,DT,0
YEAR,NN,0
.,.,0
THE,DT,0
RESULTS,NNS,0
OF,IN,0
THE,DT,0
BIOAVAILABILITY,NN,0
STUDY,NN,0
MAY,MD,0
HAVE,VB,0
DIRECT,JJ,0
BEARING,NN,0
ON,IN,0
THE,DT,0
FORMULA,NN,0
USED,VBN,0
IN,IN,0
CALCULATING,VBG,0
A,DT,0
DIOXIN,JJ,0
CLEANUP,NN,0
LEVEL,NN,0
.,.,0
IN,IN,0
CONTRAST,NN,0
THE,DT,0
U,NNP,0
-,HYPH,0
M,NNP,0
BLOOD,NN,0
STUDY,NN,0
SERVES,VBZ,0
A,DT,0
PURPOSE,NN,0
UNRELATED,JJ,0
TO,IN,0
THE,DT,0
ALGORITHM,NN,0
BUT,CC,0
PERTINENT,JJ,0
TO,IN,0
THE,DT,0
OVERALL,JJ,0
HEALTH,NN,0
OF,IN,0
RESIDENTS,NNS,0
LIVING,VBG,0
IN,IN,0
THE,DT,0
CITY,NN,0
OF,IN,0
MIDLAND,NNP,0
AND,CC,0
ALONG,IN,0
THE,DT,0
TITTABAWASSEE,NNP,0
RIVER,NNP,0
.,.,0
I,PRP,0
READ,VBP,0
WITH,IN,0
INTEREST,NN,0
YOUR,PRP$,0
EDITORIAL,NN,0
ENTITLED,VBD,0
:,:,0
"""","""",0
I,PRP,0
RESPECT,VBP,0
YOUR,PRP$,0
RIGHT,NN,0
TO,TO,0
SHARE,VB,0
YOUR,PRP$,0
VIEWS,NNS,0
WITH,IN,0
YOUR,PRP$,0
READERS,NNS,0
AND,CC,0
AM,VBP,0
HOPEFUL,JJ,0
YOU,PRP,0
WILL,MD,0
SHARE,VB,0
MINE,PRP,0
WITH,IN,0
THEM,PRP,0
AS,RB,0
WELL,RB,0
.,.,0
LET,VB,0
ME,PRP,0
BEGIN,VB,0
BY,IN,0
POINTING,VBG,0
OUT,RP,0
THAT,IN,0
SEVERAL,JJ,0
STATEMENTS,NNS,0
IN,IN,0
YOUR,PRP$,0
EDITORIAL,NN,0
ARE,VBP,0
INCORRECT,JJ,0
.,.,0
FIRST,RB,0
IN,IN,0
MICHIGAN‚ÄôS,NNP,0
CLEANUP,NN,0
LAW,NN,0
"""",'',0
IS,VBZ,0
THE,DT,0
WORD,NN,0
THE,DT,0
LEGISLATURE,NNP,0
CHOSE,VBD,0
WHEN,WRB,0
REFERRING,VBG,0
TO,IN,0
PROPERTY,NN,0
THAT,WDT,0
IS,VBZ,0
CONTAMINATED,VBN,0
.,.,0
A,DT,0
PARCEL,NN,0
OF,IN,0
PROPERTY,NN,0
THAT,WDT,0
IS,VBZ,0
CONTAMINATED,VBN,0
IS,VBZ,0
‚Ä,NNS,0
BY,IN,0
OPERATION,NN,0
OF,IN,0
LAW,NN,0
‚Ä,VBZ,0
A,DT,0
"""",'',0
THE,DT,0
DEQ,NNP,0
DOES,VBZ,0
NOT,RB,0
‚Äô,NNS,0
IN,IN,0
FACT,NN,0
CAN,MD,0
NOT,RB,0
‚Ä,TO,0
DESIGNATE,VB,0
A,DT,0
PROPERTY,NN,0
TO,TO,0
BE,VB,0
A,DT,0
FACILITY,NN,0
.,.,0
TRUE,JJ,0
THE,DT,0
DEPARTMENT,NN,0
MAY,MD,0
HAVE,VB,0
REASON,NN,0
TO,TO,0
BELIEVE,VB,0
A,DT,0
PROPERTY,NN,0
IS,VBZ,0
CONTAMINATED,VBN,0
BASED,VBN,0
ON,IN,0
EXISTING,VBG,0
DATA,NNS,0
BUT,CC,0
A,DT,0
PROPERTY,NN,0
OWNER,NN,0
ALWAYS,RB,0
HAS,VBZ,0
THE,DT,0
OPPORTUNITY,NN,0
TO,TO,0
SHOW,VB,0
OTHERWISE,RB,0
BASED,VBN,0
ON,IN,0
OTHER,JJ,0
INFORMATION,NN,0
.,.,0
IF,IN,0
A,DT,0
PROPERTY,NN,0
IS,VBZ,0
CONTAMINATED,VBN,0
THIS,DT,0
TRIGGERS,VBZ,0
IMPORTANT,JJ,0
PROTECTIONS,NNS,0
FOR,IN,0
THE,DT,0
HOMEOWNER,NN,0
INCLUDING,VBG,0
IMPOSING,VBG,0
ON,IN,0
THE,DT,0
POLLUTER,NN,0
THE,DT,0
FINANCIAL,JJ,0
RESPONSIBILITY,NN,0
TO,TO,0
CLEAN,VB,0
UP,RP,0
THE,DT,0
PROPERTY,NN,0
.,.,0
ALSO,RB,0
IF,IN,0
A,DT,0
PROPERTY,NN,0
IS,VBZ,0
CONTAMINATED,VBN,0
(,-LRB-,0
IS,VBZ,0
A,DT,0
FACILITY,NN,0
),-RRB-,0
A,DT,0
POTENTIAL,JJ,0
NEW,JJ,0
HOMEOWNER,NN,0
OF,IN,0
THE,DT,0
PROPERTY,NN,0
MUST,MD,0
BE,VB,0
INFORMED,VBN,0
OF,IN,0
THIS,DT,0
FACT,NN,0
BY,IN,0
THE,DT,0
EXISTING,VBG,0
HOMEOWNER,NN,0
.,.,0
THESE,DT,0
ARE,VBP,0
CLEARLY,RB,0
REASONABLE,JJ,0
AND,CC,0
DESIRABLE,JJ,0
PUBLIC,JJ,0
POLICY,NN,0
OUTCOMES,NNS,0
.,.,0
THE,DT,0
FRAMEWORK,NN,0
PROVIDES,VBZ,0
A,DT,0
BALANCED,JJ,0
APPROACH,NN,0
TO,IN,0
RESOLVING,VBG,0
THE,DT,0
DIOXIN,JJ,1
MATTER,NN,0
.,.,0
SIMILARLY,RB,0
THE,DT,0
POLICY,NNP,0
DIRECTIVE,NNP,0
I,PRP,0
ISSUED,VBD,0
TO,IN,0
DEQ,NNP,0
STAFF,NN,0
IN,IN,0
JULY,NNP,0
2005,CD,0
STRIKES,VBZ,0
AN,DT,0
APPROPRIATE,JJ,0
BALANCE,NN,0
BETWEEN,IN,0
THE,DT,0
INTERESTS,NNS,0
OF,IN,0
EXISTING,JJ,0
AND,CC,0
NEW,JJ,0
HOMEOWNERS,NNS,0
AND,CC,0
THE,DT,0
LEGAL,JJ,0
MANDATE,NN,0
THAT,IN,0
AREAS,NNS,0
OF,IN,0
CONTAMINATION,NN,0
BE,VB,0
CLEANED,VBN,0
UP,RP,0
.,.,0
THE,DT,0
DIRECTIVE,NNP,0
STATES,VBZ,0
THAT,IN,0
THE,DT,0
DEQ,NNP,0
WILL,MD,0
CONSIDER,VB,0
PROPERTY,NN,0
CONTAMINATED,VBN,0
ONLY,RB,0
IF,IN,0
:,:,0
1,LS,0
),-RRB-,0
SITE,NN,0
-,HYPH,0
SPECIFIC,JJ,0
SAMPLING,VBG,0
DATA,NN,0
EXISTS,VBZ,0
;,:,0
2,LS,0
),-RRB-,0
THE,DT,0
PROPERTY,NN,0
IS,VBZ,0
IDENTIFIED,VBN,0
AS,IN,0
CONTAMINATED,VBN,0
BY,IN,0
THE,DT,0
LIABLE,JJ,0
PARTY,NN,0
IN,IN,0
AN,DT,0
APPROVED,VBN,0
WORK,NN,0
PLAN,NN,0
;,:,0
OR,CC,0
3,LS,0
),-RRB-,0
REASONABLE,JJ,0
AND,CC,0
SCIENTIFICALLY,RB,0
VALID,JJ,0
INFERENCES,NNS,0
CAN,MD,0
BE,VB,0
DRAWN,VBN,0
FROM,IN,0
EXISTING,VBG,0
DATA,NNS,0
.,.,0
IT,PRP,0
IS,VBZ,0
THIS,DT,0
LAST,JJ,0
POINT,NN,0
THAT,WDT,0
TROUBLES,VBZ,0
SOME,DT,0
PEOPLE,NNS,0
BUT,CC,0
THIS,DT,0
GOES,VBZ,0
TO,IN,0
THE,DT,0
HEART,NN,0
OF,IN,0
SOUND,JJ,0
SCIENCE,NN,0
.,.,0
SCIENTISTS,NNS,0
ROUTINELY,RB,0
DRAW,VBP,0
INFERENCES,NNS,0
OR,CC,0
REACH,VB,0
CONCLUSIONS,NNS,0
BASED,VBN,0
ON,IN,0
REPRESENTATIVE,JJ,0
DATA,NNS,0
.,.,0
DOES,VBZ,0
IT,PRP,0
MAKE,VB,0
SENSE,NN,0
TO,TO,0
DEPRIVE,VB,0
THE,DT,0
DEQ,NNP,0
OF,IN,0
THE,DT,0
ABILITY,NN,0
TO,TO,0
REVIEW,VB,0
DATA,NNS,0
IN,IN,0
A,DT,0
SCIENTIFIC,JJ,0
MANNER,NN,0
?,.,0
SHOULD,MD,0
WE,PRP,0
LIKEWISE,RB,0
DENY,VB,0
DOW,NNP,0
SCIENTISTS,VBZ,0
THE,DT,0
OPPORTUNITY,NN,0
TO,TO,0
DRAW,VB,0
INFERENCES,NNS,0
FROM,IN,0
THEIR,PRP$,0
DIOXIN,JJ,1
DATA,NNS,0
?,.,0
SHOULD,MD,0
WE,PRP,0
DENY,VB,0
U,NNP,0
-,HYPH,0
M,NNP,0
RESEARCHERS,VBZ,0
THE,DT,0
OPPORTUNITY,NN,0
TO,TO,0
REACH,VB,0
CONCLUSIONS,NNS,0
REGARDING,VBG,0
THE,DT,0
BLOOD,NN,0
STUDY,NN,0
PRESENTLY,RB,0
BEING,VBG,0
CONDUCTED?I,NNP,0
AM,VBP,0
HOPEFUL,JJ,0
THAT,IN,0
DISCUSSIONS,NNS,0
ON,IN,0
THIS,DT,0
ISSUE,NN,0
CAN,MD,0
CONTINUE,VB,0
IN,IN,0
A,DT,0
MANNER,NN,0
BASED,VBN,0
ON,IN,0
WHAT,WP,0
IS,VBZ,0
BEST,JJS,0
FOR,IN,0
THE,DT,0
ENVIRONMENT,NN,0
THE,DT,0
PUBLIC,JJ,0
HEALTH,NN,0
AND,CC,0
THE,DT,0
PROSPERITY,NN,0
OF,IN,0
YOUR,PRP$,0
COMMUNITY,NN,0
.,.,0
I,PRP,0
LOOK,VBP,0
FORWARD,RB,0
TO,IN,0
WORKING,VBG,0
TOGETHER,RB,0
WITH,IN,0
THE,DT,0
PUBLIC,NN,0
AND,CC,0
THE,DT,0
LEGISLATURE,NN,0
TO,TO,0
REACH,VB,0
A,DT,0
SATISFACTORY,JJ,0
CONCLUSION,NN,0
TO,IN,0
THIS,DT,0
ISSUE,NN,0
.,.,0
HIGH,JJ,0
PHOSPHORUS,NN,0
AND,CC,0
E.,NNP,0
COLI,NNS,0
LEVELS,NNS,0
ORIGINATING,VBG,0
FROM,IN,0
AGRICULTURE,NN,0
LEAKING,VBG,0
SEPTIC,JJ,0
TANKS,NNS,0
AND,CC,0
OTHER,JJ,0
SOURCES,NNS,0
HAVE,VBP,0
TAINTED,VBN,0
WATER,NN,0
QUALITY,NN,0
IN,IN,0
THE,DT,0
BAD,NNP,0
AXE,NNP,0
CREEK,NNP,0
AND,CC,0
NEARBY,JJ,0
DRAINS,NNS,0
FOR,IN,0
YEARS,NNS,0
.,.,0
‚ÄúIT‚ÄôS,PRP,0
A,DT,0
VERY,RB,0
SERIOUS,JJ,0
SITUATION,NN,0
WHEN,WRB,0
WATER,NN,0
QUALITY,NN,0
AND,CC,0
DESIGNATED,VBN,0
USES,NNS,0
OF,IN,0
WATER,NN,0
IN,IN,0
THE,DT,0
STATE,NN,0
ARE,VBP,0
IMPAIRED,VBN,0
‚Äù,NNP,0
SAID,VBD,0
JOHN,NNP,0
MATOUSEK,NNP,0
AN,DT,0
AQUATIC,JJ,0
BIOLOGIST,NN,0
WITH,IN,0
THE,DT,0
STATE‚ÄôS,NNP,0
DEPARTMENT,NNP,0
OF,IN,0
ENVIRONMENTAL,NNP,0
QUALITY,NNP,0
.,.,0
SO,RB,0
THE,DT,0
DEQ,NNP,0
AND,CC,0
A,DT,0
HOST,NN,0
OF,IN,0
LOCALS,NNS,0
SAY,VBP,0
THEY‚ÄôRE,CD,0
WORKING,VBG,0
TO,TO,0
REMEDY,VB,0
THE,DT,0
SITUATION,NN,0
.,.,0
THEY‚ÄôLL,FW,0
TELL,VBP,0
MORE,JJR,0
OF,IN,0
THE,DT,0
PLAN,NN,0
TO,IN,0
STAKEHOLDERS,NNS,0
AND,CC,0
THE,DT,0
PUBLIC,NN,0
AT,IN,0
A,DT,0
1,CD,0
P.M.,NN,0
MARCH,NNP,0
23,CD,0
MEETING,NN,0
AT,IN,0
WILCOX,NNP,0
PARK,NNP,0
COMMUNITY,NNP,0
CENTER,NNP,0
IN,IN,0
BAD,NNP,0
AXE,NNP,0
.,.,0
MATOUSEK,NNP,0
SAYS,VBZ,0
BIOLOGISTS,NNS,0
DURING,IN,0
ROUTINE,JJ,0
TESTING,NN,0
IN,IN,0
2007,CD,0
NOTICED,JJ,0
DENSE,JJ,0
AQUATIC,JJ,0
PLANTS,NNS,0
AND,CC,0
ALGAE,NN,0
IN,IN,0
BAD,NNP,0
AXE,NNP,0
CREEK,NNP,0
.,.,0
IT,PRP,0
WAS,VBD,0
AN,DT,0
INITIAL,JJ,0
HINT,NN,0
THAT,IN,0
NUTRIENT,NN,0
AND,CC,0
BACTERIA,NNS,0
LEVELS,NNS,0
WERE,VBD,0
TOO,RB,0
HIGH,JJ,0
.,.,0
IN,IN,0
2008,CD,0
BIOLOGISTS,NNS,0
SAMPLED,VBD,0
SEVEN,CD,0
LOCATIONS,NNS,0
IN,IN,0
THE,DT,0
AREA,NN,0
.,.,0
E.,NN,0
COLI,NNS,0
LEVELS,NNS,0
WERE,VBD,0
HIGH,JJ,0
IN,IN,0
11,CD,0
OF,IN,0
THE,DT,0
18,CD,0
SAMPLES,NNS,0
IN,IN,0
THE,DT,0
BAD,NNP,0
AXE,NNP,0
DRAIN,NNP,0
AND,CC,0
IN,IN,0
SEVEN,CD,0
OF,IN,0
18,CD,0
SAMPLES,NNS,0
TAKEN,VBN,0
FROM,IN,0
THE,DT,0
BAD,NNP,0
AXE,NNP,0
CREEK,NNP,0
.,.,0
SAMPLES,NNS,0
TAKEN,VBN,0
NEAR,IN,0
BERNE,NNP,0
AND,CC,0
CAMPBELL,NNP,0
ROADS,NNS,0
EXCEEDED,VBD,0
E.,NNP,0
COLI,NNS,0
PER,IN,0
100,CD,0
ML,NNS,0
OF,IN,0
WATER,NN,0
ACCORDING,VBG,0
TO,IN,0
THE,DT,0
DEQ.‚ÄúIT‚ÄôS,NNP,0
NOT,RB,0
UNHEARD,JJ,0
OF,IN,0
‚Äù,NNP,0
MATOUSEK,NNP,0
SAID,VBD,0
.,.,0
‚ÄúE.,JJ,0
COLI,NNS,0
RESULTS,NNS,0
CAN,MD,0
VARY,VB,0
QUITE,RB,0
WIDELY,RB,0
DEPENDING,VBG,0
ON,IN,0
WHERE,WRB,0
(,-LRB-,0
THE,DT,0
MEASUREMENT,NN,0
),-RRB-,0
IS,VBZ,0
TAKEN,VBN,0
.,.,0
IT‚ÄôS,NNP,0
NOT,RB,0
OUT,IN,0
OF,IN,0
THE,DT,0
ORDINARY,JJ,0
.,.,0
‚ÄùSAMPLES,LS,0
ALSO,RB,0
SHOWED,VBD,0
HIGH,JJ,0
PHOSPHORUS,NN,1
LEVELS,NNS,0
AND,CC,0
BY,IN,0
2010,CD,0
BAD,NNP,0
AXE,NNP,0
CREEK,NNP,0
LANDED,VBD,0
A,DT,0
SPOT,NN,0
ON,IN,0
A,DT,0
STATE,NN,0
LISTING,NN,0
OF,IN,0
IMPAIRED,JJ,0
WATERWAYS,NNS,0
.,.,0
FOUR,CD,0
YEARS,NNS,0
LATER,RB,0
DEQ,NNP,0
BIOLOGISTS,NNS,0
SAY,VBP,0
SAMPLES,NNS,0
SHOWED,VBD,0
HIGH,JJ,0
LEVELS,NNS,0
OF,IN,0
E.,NNP,0
COLI,NNS,0
IN,IN,0
NEARLY,RB,0
80,CD,0
MILES,NNS,0
OF,IN,0
STREAM,NN,0
AND,CC,0
PARTS,NNS,0
OF,IN,0
THE,DT,0
CREEK,NN,0
AND,CC,0
DRAINS,NNS,0
.,.,0
OFFICIALS,NNS,0
SAY,VBP,0
TOO,RB,0
MUCH,JJ,0
PHOSPHORUS,NN,0
CAN,MD,0
TRIGGER,VB,0
EXCESSIVE,JJ,0
ALGAL,JJ,0
GROWTH,NN,0
POLLUTING,VBG,0
THE,DT,0
WATER,NN,0
CONSUMING,VBG,0
AND,CC,0
REDUCING,VBG,0
OXYGEN,NN,0
AND,CC,0
REDUCING,VBG,0
HABITAT,NN,0
FOR,IN,0
AQUATIC,NN,0
AND,CC,0
WILDLIFE,NN,0
.,.,0
TOO,RB,0
MUCH,JJ,0
E.,NNP,0
COLI,NNS,0
IN,IN,0
THE,DT,0
WATERSHED,NN,0
CREATES,VBZ,0
A,DT,0
HUMAN,JJ,0
HEALTH,NN,0
ISSUE,NN,0
.,.,0
MATOUSEK,NNS,0
SAYS,VBZ,0
DRINKING,NN,0
WATER,NN,0
ISN‚ÄôT,NNP,0
AFFECTED,VBD,0
.,.,0
BUT,CC,0
CONTACT,NN,0
WITH,IN,0
THE,DT,0
BACTERIA,NNS,0
MAY,MD,0
LEAD,VB,0
TO,IN,0
EAR,NN,0
NOSE,NN,0
AND,CC,0
THROAT,NN,0
INFECTIONS,NNS,0
AND,CC,0
STOMACH,NN,0
ILLNESS,NN,0
.,.,0
A,DT,0
MAJOR,JJ,0
DIESEL,NN,1
FUEL,NN,1
SPILL,NN,0
WOUND,VBD,0
UP,RP,0
SENDING,VBG,0
AROUND,RB,0
100,CD,0
GALLONS,NNS,0
OF,IN,0
FUEL,NN,1
INTO,IN,0
THE,DT,0
WATER,NN,0
AT,IN,0
THE,DT,0
HARBOR,NNP,0
BEACH,NNP,0
MARINA,NNP,0
.,.,0
ACCORDING,VBG,0
TO,IN,0
HARBOR,NNP,0
BEACH,NNP,0
FIRE,NNP,0
CHIEF,NNP,0
JASON,NNP,0
LERMONT,NNP,0
THE,DT,0
DEPARTMENT,NN,0
'S,POS,0
HAZMAT,NNP,0
TEAM,NN,0
WAS,VBD,0
DISPATCHED,VBN,0
AROUND,IN,0
8:20,CD,0
A.M.,NN,0
MONDAY,NNP,0
TO,IN,0
THE,DT,0
LOCATION,NN,0
AT,IN,0
1,CD,0
RITCHIE,NNP,0
DR.,NNP,0
AFTER,IN,0
THE,DT,0
OWNER,NN,0
OF,IN,0
A,DT,0
74-FOOT,CD,0
YACHT,NN,0
CAUSED,VBD,0
THE,DT,0
MISHAP,NN,0
.,.,0
LERMONT,NNP,0
SAID,VBD,0
THE,DT,0
MAN,NN,0
WAS,VBD,0
TRANSFERRING,VBG,0
FUEL,NN,0
FROM,IN,0
ONE,CD,0
TANK,NN,0
TO,IN,0
THE,DT,0
OTHER,JJ,0
TO,TO,0
HELP,VB,0
BALANCE,VB,0
THE,DT,0
WEIGHT,NN,0
OF,IN,0
THE,DT,0
BOAT,NN,0
BEFORE,IN,0
HE,PRP,0
LEFT,VBD,0
THE,DT,0
DOCK,NN,0
.,.,0
THE,DT,0
MAN,NN,0
WALKED,VBD,0
AWAY,RB,0
FROM,IN,0
THE,DT,0
BOAT,NN,0
FOR,IN,0
A,DT,0
CUP,NN,0
OF,IN,0
COFFEE,NN,0
AND,CC,0
FORGOT,VBD,0
HE,PRP,0
HAD,VBD,0
THE,DT,0
FUEL,NN,0
TRANSFER,NN,0
PUMP,NN,0
RUNNING,VBG,0
.,.,0
WHEN,WRB,0
HE,PRP,0
RETURNED,VBD,0
THE,DT,0
DAMAGE,NN,0
HAD,VBD,0
BEEN,VBN,0
DONE,VBN,0
.,.,0
LERMONT,NNP,0
SAID,VBD,0
THE,DT,0
EFFORT,NN,0
HELPED,VBD,0
CONTAIN,VB,0
EVERYTHING,NN,0
TO,IN,0
THE,DT,0
MARINA,NNP,0
AREA,NN,0
ONLY,RB,0
.,.,0
"""",'',0
HE,PRP,0
SAID,VBD,0
.,.,0
"""","""",0
OFFICIALS,NNS,0
WERE,VBD,0
ON,IN,0
SCENE,NN,0
FOR,IN,0
AROUND,RB,0
12,CD,0
HOURS,NNS,0
DOING,VBG,0
CLEANUP,NN,0
THEN,RB,0
ANOTHER,DT,0
FOUR,CD,0
HOURS,NNS,0
CLEANING,VBG,0
THE,DT,0
DEPARTMENT,NN,0
'S,POS,0
EQUIPMENT,NN,0
.,.,0
THE,DT,0
UNITED,NNP,0
STATES,NNP,0
COAST,NNP,0
GUARD,NNP,0
'S,POS,0
ENVIRONMENTAL,JJ,0
COMPANY,NN,0
ALONG,IN,0
WITH,IN,0
THE,DT,0
MICHIGAN,NNP,0
DEQ,NNP,0
CAME,VBD,0
IN,RP,0
TO,TO,0
INSPECT,VB,0
THE,DT,0
AREA,NN,0
AND,CC,0
WERE,VBD,0
HAPPY,JJ,0
WITH,IN,0
THE,DT,0
CLEANUP,NNP,0
EFFORT,NN,0
AND,CC,0
FELT,VBD,0
THAT,IN,0
NOTHING,NN,0
MORE,JJR,0
NEEDED,VBN,0
TO,TO,0
BE,VB,0
DONE,VBN,0
.,.,0
"""",'',0
LERMONT,NNP,0
SAID,VBD,0
.,.,0
"""","""",0
ALSO,RB,0
ASSISTING,VBG,0
AT,IN,0
THE,DT,0
SCENE,NN,0
WAS,VBD,0
THE,DT,0
SHERMAN,NNP,0
TOWNSHIP,NNP,0
FIRE,NNP,0
DEPARTMENT,NNP,0
WHICH,WDT,0
PROVIDED,VBD,0
MANPOWER,NN,0
AND,CC,0
THE,DT,0
SIEGEL,NNP,0
