Words,POS,Tag
GOING,VBG,0
TO,TO,0
BE,VB,0
SOMETIME,RB,0
LATE,JJ,0
NEXT,JJ,0
SUMMER,NN,0
WHEN,WRB,0
WE‚ÄôRE,NNP,0
GOING,VBG,0
TO,TO,0
HAVE,VB,0
ALL,PDT,0
OUR,PRP$,0
EQUIPMENT,NN,0
OFFSITE,JJ,0
AND,CC,0
ALL,PDT,0
OUR,PRP$,0
GUYS,NNS,0
SCATTERED,VBN,0
TO,IN,0
THE,DT,0
WINDS,NNS,0
‚Äù,NNP,0
CULP,NNP,0
SAID,VBD,0
.,.,0
TRC,NNP,0
HAS,VBZ,0
BEEN,VBN,0
LOOKING,VBG,0
INTO,IN,0
BRINGING,VBG,0
THE,DT,0
DREDGED,VBN,0
SEDIMENT,NN,0
TO,IN,0
LANDFILLS,NNS,0
IN,IN,0
MASSACHUSETTS,NNP,0
PENNSYLVANIA,NNP,0
AND,CC,0
CONNECTICUT,NNP,0
BUT,CC,0
CULP,NNP,0
SAID,VBD,0
A,DT,0
LANDFILL,NN,0
HASN‚ÄôT,NNP,0
BEEN,VBN,0
CHOSEN,VBN,0
BECAUSE,IN,0
THE,DT,0
EXACT,JJ,0
VOLUME,NN,0
OF,IN,0
SEDIMENT,NN,0
AND,CC,0
WHEN,WRB,0
IT,PRP,0
WILL,MD,0
LEAVE,VB,0
THE,DT,0
EXIDE,NNP,0
PROPERTY,NN,0
AREN‚ÄôT,NNP,0
KNOWN,VBN,0
YET,RB,0
.,.,0
SEDIMENT,NN,0
FROM,IN,0
AREA,NNP,0
2,CD,0
THE,DT,0
SECTION,NN,0
OF,IN,0
MILL,NNP,0
RIVER,NNP,0
CLOSEST,JJS,0
TO,IN,0
THE,DT,0
FORMER,JJ,0
FACTORY,NN,0
IS,VBZ,0
BEING,VBG,0
STORED,VBN,0
IN,IN,0
SEPARATE,JJ,0
GEO,JJ,0
-,HYPH,0
TEXTILE,NN,0
TUBES,NNS,0
AND,CC,0
WILL,MD,0
BE,VB,0
TESTED,VBN,0
TO,TO,0
DETERMINE,VB,0
IF,IN,0
IT‚ÄôS,NNP,0
HAZARDOUS,JJ,0
.,.,0
IF,IN,0
IT,PRP,0
IS,VBZ,0
THAT,DT,0
SEDIMENT,NN,0
WILL,MD,0
GO,VB,0
TO,IN,0
CLEAN,NNP,0
EARTH,NNP,0
IN,IN,0
NEW,NNP,0
JERSEY,NNP,0
FOR,IN,0
TREATMENT,NN,0
CULP,NNP,0
SAID,VBD,0
.,.,0
‚ÄúEVERYTHING,VBG,0
WE‚ÄôRE,NN,0
DREDGING,VBG,0
FROM,IN,0
THE,DT,0
RIVER,NN,0
IS,VBZ,0
LEAVING,VBG,0
THE,DT,0
SITE,NN,0
‚Äù,NNP,0
CULP,NNP,0
SAID,VBD,0
.,.,0
YELLOW,JJ,0
BUOYS,NNS,0
THAT,IN,0
PASSING,VBG,0
MOTORISTS,NNS,0
MAY,MD,0
HAVE,VB,0
NOTICED,VBN,0
IN,IN,0
THE,DT,0
RIVER,NN,0
REPRESENT,VBP,0
‚ÄúTURBIDITY,NNP,0
CURTAINS‚Äù,NNP,0
THAT,WDT,0
SURROUND,VBP,0
AN,DT,0
AREA,NN,0
BEING,VBG,0
DREDGED,VBN,0
CULP,NNP,0
SAID,VBD,0
.,.,0
HE,PRP,0
SAID,VBD,0
DREDGED,VBN,0
SEDIMENT,NN,0
IS,VBZ,0
PUMPED,VBN,0
TO,IN,0
LARGE,JJ,0
GEO,JJ,0
-,HYPH,0
TEXTILE,NN,0
TUBES,NNS,0
ON,IN,0
THE,DT,0
EXIDE,NNP,0
PROPERTY,NN,0
.,.,0
WATER,NN,0
IS,VBZ,0
THEN,RB,0
PUMPED,VBN,0
INTO,IN,0
A,DT,0
TREATMENT,NN,0
SYSTEM,NN,0
TO,TO,0
BE,VB,0
CLEANED,VBN,0
BEFORE,IN,0
IT‚ÄôS,NNP,0
RETURNED,VBD,0
TO,IN,0
THE,DT,0
RIVER,NN,0
WHILE,IN,0
THE,DT,0
SEDIMENT,NN,0
STAYS,VBZ,0
ENCLOSED,VBN,0
IN,IN,0
GEO,JJ,0
-,HYPH,0
TEXTILE,NN,0
TUBES,NNS,0
ON,IN,0
THE,DT,0
PROPERTY,NN,0
.,.,0
CULP,NNP,0
SAID,VBD,0
THE,DT,0
TEMPERATURE,NN,0
OF,IN,0
WATER,NN,0
IS,VBZ,0
TESTED,VBN,0
BEFORE,IN,0
IT‚ÄôS,NNP,0
RETURNED,VBD,0
TO,IN,0
THE,DT,0
RIVER,NN,0
SO,IN,0
IT,PRP,0
DOESN‚ÄôT,RB,0
CREATE,VBP,0
THERMAL,JJ,0
PLUMES,NNS,0
AND,CC,0
THAT,IN,0
WORKERS,NNS,0
MONITOR,VBP,0
AIR,NN,0
AROUND,IN,0
THE,DT,0
GEO,JJ,0
-,HYPH,0
TEXTILE,NN,0
TUBES,NNS,0
AND,CC,0
STORMWATER,NN,0
RUNOFF,NN,0
FROM,IN,0
THE,DT,0
SITE,NN,0
AS,RB,0
WELL,RB,0
.,.,0
‚ÄúTO,JJ,0
DATE,NN,0
ALL,PDT,0
THE,DT,0
REMEDIATION,NN,0
HAS,VBZ,0
BEEN,VBN,0
PERFORMING,VBG,0
TO,IN,0
REQUIREMENTS,NNS,0
‚Äù,NNP,0
CULP,NNP,0
TOLD,VBD,0
THE,DT,0
SELECTMEN,NNS,0
.,.,0
‚ÄúAS,VB,0
FAR,RB,0
AS,IN,0
REMEDIATION,NN,0
PROJECTS,NNS,0
GO,VBP,0
IT‚ÄôS,NNP,0
BEEN,VBN,0
FAIRLY,RB,0
STRAIGHTFORWARD,JJ,0
.,.,0
‚ÄùEXIDE,"""",0
CLOSED,VBD,0
ITS,PRP$,0
BATTERY,NN,0
PLANT,NN,0
IN,IN,0
1981,CD,0
AND,CC,0
ITS,PRP$,0
FACTORY,NN,0
SAT,VBD,0
VACANT,JJ,0
FOR,IN,0
ABOUT,RB,0
25,CD,0
YEARS,NNS,0
BEFORE,IN,0
IT,PRP,0
WAS,VBD,0
DEMOLISHED,VBN,0
IN,IN,0
2005,CD,0
AND,CC,0
LEAD,NN,1
-,HYPH,0
CONTAMINATED,VBN,0
SOIL,NN,0
WAS,VBD,0
REMOVED,VBN,0
FROM,IN,0
THE,DT,0
POST,NNP,0
ROAD,NNP,0
LAND,NN,0
.,.,0
THE,DT,0
CLEANUP,NN,0
OF,IN,0
MILL,NNP,0
RIVER,NNP,0
IS,VBZ,0
THE,DT,0
FINAL,JJ,0
PART,NN,0
OF,IN,0
THE,DT,0
REMEDIATION,NN,0
.,.,0
AN,DT,0
OIL,NN,0
PIPELINE,NN,0
COMPANY,NN,0
HAS,VBZ,0
AGREED,VBN,0
TO,TO,0
PAY,VB,0
A,DT,0
$,$,0
34,CD,0
MILLION,CD,0
CIVIL,JJ,0
PENALTY,NN,0
UNDER,IN,0
THE,DT,0
CLEAN,NNP,0
WATER,NNP,0
ACT,NNP,0
TO,TO,0
SETTLE,VB,0
GOVERNMENT,NN,0
CHARGES,NNS,0
THAT,IN,0
SEVEN,CD,0
OIL,NN,0
SPILLS,NNS,0
ILLEGALLY,RB,0
POLLUTED,VBD,0
WATERWAYS,NNS,0
IN,IN,0
FIVE,CD,0
SOUTHERN,JJ,0
STATES,NNS,0
ATTORNEY,NNP,0
GENERAL,NNP,0
JOHN,NNP,0
ASHCROFT,NNP,0
SAID,VBD,0
TUESDAY,NNP,0
.,.,0
THE,DT,0
ENVIRONMENTAL,NNP,0
PROTECTION,NNP,0
AGENCY,NNP,0
SAID,VBD,0
THE,DT,0
CIVIL,JJ,0
PENALTY,NN,0
TO,TO,0
BE,VB,0
PAID,VBN,0
BY,IN,0
ATLANTA,NNP,0
-,HYPH,0
BASED,VBN,0
COLONIAL,NNP,0
PIPELINE,NNP,0
CO.,NNP,0
ENTERED,VBD,0
AT,IN,0
THE,DT,0
U.S.,NNP,0
DISTRICT,NNP,0
COURT,NNP,0
FOR,IN,0
THE,DT,0
NORTHERN,NNP,0
DISTRICT,NNP,0
OF,IN,0
GEORGIA,NNP,0
IN,IN,0
ATLANTA,NNP,0
IS,VBZ,0
THE,DT,0
LARGEST,JJS,0
IN,IN,0
EPA,NNP,0
'S,POS,0
HISTORY,NN,0
.,.,0
THE,DT,0
PENALTY,NN,0
MONEY,NN,0
IS,VBZ,0
TO,TO,0
BE,VB,0
USED,VBN,0
TO,TO,0
PAY,VB,0
FOR,IN,0
OIL,NN,0
-,HYPH,0
SPILL,NN,0
CLEANUPS,NNS,0
NATIONWIDE,RB,0
.,.,0
THE,DT,0
SETTLEMENT,NN,0
IS,VBZ,0
SUBJECT,JJ,0
TO,IN,0
A,DT,0
30-DAY,CD,0
PUBLIC,JJ,0
COMMENT,NN,0
PERIOD,NN,0
AND,CC,0
FINAL,JJ,0
COURT,NN,0
APPROVAL,NN,0
.,.,0
COLONIAL,NNP,0
WAS,VBD,0
CHARGED,VBN,0
WITH,IN,0
SPILLING,VBG,0
1.45,CD,0
MILLION,CD,0
GALLONS,NNS,0
OF,IN,0
OIL,NN,0
IN,IN,0
GEORGIA,NNP,0
LOUISIANA,NNP,0
NORTH,NNP,0
CAROLINA,NNP,0
SOUTH,NNP,0
CAROLINA,NNP,0
AND,CC,0
TENNESSEE,NNP,0
BECAUSE,IN,0
OF,IN,0
PIPELINE,NN,0
CORROSION,NN,0
MECHANICAL,JJ,0
DAMAGE,NN,0
AND,CC,0
OPERATOR,NN,0
ERROR,NN,0
.,.,0
GROUNDWATER,NN,0
CONTAMINATION,NN,0
AT,IN,0
815,CD,0
ASHMAN,NNP,0
ST.,NNP,0
HAS,VBZ,0
PROPERTY,NN,0
OWNERS,NNS,0
SEEKING,VBG,0
A,DT,0
RESOLUTION,NN,0
TO,IN,0
THE,DT,0
SITUATION,NN,0
.,.,0
‚ÄúTHE,JJ,0
BENEFITS,NNS,0
WILL,MD,0
ALLOW,VB,0
CLOSURE,NN,0
TO,IN,0
THE,DT,0
SITE,NN,0
BUT,CC,0
WILL,MD,0
ALSO,RB,0
ASSIST,VB,0
THE,DT,0
FUTURE,JJ,0
DEVELOPMENT,NN,0
OF,IN,0
THE,DT,0
PROPERTY,NN,0
.,.,0
NOW,RB,0
IT,PRP,0
WON‚ÄôT,PRP,0
HAVE,VBP,0
THE,DT,0
STIGMA,NN,0
OF,IN,0
BEING,VBG,0
VIEWED,VBN,0
AS,IN,0
AN,DT,0
OPEN,JJ,0
CONTAMINATED,JJ,0
SITE,NN,0
‚Äù,NNP,0
STATED,VBD,0
CHUCK,NNP,0
BARBIERI,NNP,0
ATTORNEY,NN,0
FOR,IN,0
HAROLD,NNP,0
ALEXANDER,NNP,0
INC.,NNP,0
OWNER,NN,0
OF,IN,0
THE,DT,0
PROPERTY,NN,0
.,.,0
AT,IN,0
A,DT,0
RECENT,JJ,0
MEETING,NN,0
MIDLAND,NNP,0
COUNTY,NNP,0
COMMISSIONERS,VBZ,0
UNANIMOUSLY,RB,0
APPROVED,VBD,0
AN,DT,0
AGREEMENT,NN,0
BETWEEN,IN,0
HAROLD,NNP,0
ALEXANDER,NNP,0
INC.,NNP,0
AND,CC,0
THE,DT,0
COUNTY,NN,0
TO,TO,0
ESTABLISH,VB,0
A,DT,0
RESTRICTED,VBN,0
ZONE,NN,0
.,.,0
THE,DT,0
RESTRICTION,NN,0
WOULD,MD,0
PROHIBIT,VB,0
THE,DT,0
USE,NN,0
OR,CC,0
INSTALLATION,NN,0
OF,IN,0
WELLS,NNS,0
.,.,0
DISCUSSIONS,NNS,0
OVER,IN,0
THE,DT,0
LAST,JJ,0
FEW,JJ,0
MONTHS,NNS,0
HAVE,VBP,0
INCLUDED,VBN,0
BARBIERI,NNP,0
MIDLAND,NNP,0
COUNTY,NNP,0
AND,CC,0
THE,DT,0
DEQ,NNP,0
REPRESENTED,VBN,0
BY,IN,0
DAN,NNP,0
YORDANICH,NNP,0
.,.,0
‚ÄúTHERE,NNP,0
HAS,VBZ,0
BEEN,VBN,0
GREAT,JJ,0
COOPERATION,NN,0
BY,IN,0
THE,DT,0
ATTORNEY,NN,0
FOR,IN,0
HAROLD,NNP,0
ALEXANDER,NNP,0
INC.,NNP,0
AND,CC,0
THE,DT,0
DEQ,NNP,0
‚Äù,NNP,0
SAID,VBD,0
COUNTY,NNP,0
ATTORNEY,NNP,0
L.,NNP,0
WILLIAM,NNP,0
SMITH,NNP,0
.,.,0
‚ÄúTHIS,XX,0
AGREEMENT,NN,0
HAS,VBZ,0
BEEN,VBN,0
VETTED,VBN,0
CAREFULLY,RB,0
BY,IN,0
ALL,PDT,0
THE,DT,0
PARTIES,NNS,0
.,.,0
THE,DT,0
STATE,NN,0
SHOWED,VBD,0
A,DT,0
GREAT,JJ,0
INTEREST,NN,0
IN,IN,0
THIS,DT,0
AGREEMENT,NN,0
AND,CC,0
MAY,MD,0
BE,VB,0
USING,VBG,0
THIS,DT,0
AS,IN,0
A,DT,0
QUASI,JJ,0
TEMPLATE,NN,0
FOR,IN,0
OTHER,JJ,0
AGREEMENTS,NNS,0
IN,IN,0
SIMILAR,JJ,0
SITUATIONS,NNS,0
AROUND,IN,0
THE,DT,0
STATE,NN,0
.,.,0
‚Äù,NNP,0
THE,DT,0
DAILY,NNP,0
NEWS,NNP,0
REPORTED,VBD,0
IN,IN,0
DECEMBER,NNP,0
1979,CD,0
THAT,IN,0
THE,DT,0
PROPERTY,NN,0
AT,IN,0
815,CD,0
ASHMAN,NNP,0
WAS,VBD,0
ONE,CD,0
OF,IN,0
THREE,CD,0
POLLUTANT,JJ,0
SITES,NNS,0
WHERE,WRB,0
GROUNDWATER,NNP,0
HAD,VBD,0
BEEN,VBN,0
CONTAMINATED,VBN,0
BY,IN,0
POLLUTANTS,NNS,0
.,.,0
THE,DT,0
SITE,NN,0
A,DT,0
FORMER,JJ,0
GASOLINE,NN,0
STATION,NN,0
WITH,IN,0
A,DT,0
SADDLE,NN,0
-,HYPH,0
SHAPED,VBN,0
ROOF,NN,0
WAS,VBD,0
FOUND,VBN,0
TO,TO,0
HAVE,VB,0
GASOLINE,NN,0
LEAKING,VBG,0
FROM,IN,0
AN,DT,0
UNDERGROUND,JJ,0
TANK,NN,0
.,.,0
THE,DT,0
STATION,NN,0
WAS,VBD,0
CLOSED,VBN,0
FOR,IN,0
ABOUT,RB,0
THREE,CD,0
AND,CC,0
A,DT,0
HALF,NN,0
WEEKS,NNS,0
TO,TO,0
ALLOW,VB,0
STATION,NN,0
OWNERS,NNS,0
TO,TO,0
RECTIFY,VB,0
THE,DT,0
SITUATION,NN,0
.,.,0
A,DT,0
GALLON,NN,0
TANK,NN,0
USED,VBN,0
TO,TO,0
STORE,VB,0
GASOLINE,NN,0
WAS,VBD,0
FOUND,VBN,0
TO,TO,0
BE,VB,0
FAULTY,JJ,0
AND,CC,0
WAS,VBD,0
FILLED,VBN,0
WITH,IN,0
SAND,NN,0
.,.,0
TWO,CD,0
OTHER,JJ,0
TANKS,NNS,0
ONE,CD,0
GALLONS,NNS,0
AND,CC,0
THE,DT,0
OTHER,JJ,0
WERE,VBD,0
LINED,VBN,0
WITH,IN,0
FIBERGLASS,NNS,0
TO,TO,0
PREVENT,VB,0
LEAKAGE,NN,0
.,.,0
‚ÄúTHE,VB,0
ONLY,JJ,0
EXPOSURE,NN,0
IS,VBZ,0
GROUND,NN,0
WATER,NN,0
.,.,0
ALL,DT,0
WE‚ÄôRE,NN,0
ASKING,VBG,0
THIS,DT,0
BOARD,NN,0
IS,VBZ,0
THE,DT,0
PERMISSION,NN,0
TO,TO,0
ENTER,VB,0
INTO,IN,0
AN,DT,0
AGREEMENT,NN,0
SO,IN,0
THAT,IN,0
WE,PRP,0
WOULD,MD,0
RELIABLY,RB,0
RESTRICT,VB,0
WHAT,WP,0
IS,VBZ,0
THE,DT,0
ONLY,JJ,0
KNOWN,VBN,0
RISK,NN,0
THAT,IN,0
WE,PRP,0
ARE,VBP,0
AWARE,JJ,0
OF,IN,0
AT,IN,0
THIS,DT,0
SITE,NN,0
.,.,0
THE,DT,0
REAL,JJ,0
KEY,JJ,0
ISSUE,NN,0
IS,VBZ,0
PREVENTING,VBG,0
AN,DT,0
EXPOSURE,NN,0
.,.,0
THE,DT,0
DEQ,NNP,0
ACCEPTS,VBZ,0
THAT,IN,0
THIS,DT,0
IS,VBZ,0
A,DT,0
RELIABLE,JJ,0
RESTRICTION,NN,0
‚Äù,NNP,0
KRECEK,NNP,0
SAID,VBD,0
.,.,0
NOW,RB,0
ENVIRONMENTAL,JJ,0
EXPERTS,NNS,0
ARE,VBP,0
WONDERING,VBG,0
IF,IN,0
THERE,EX,0
'S,VBZ,0
ENOUGH,JJ,0
CLEAN,JJ,0
WATER,NN,0
LEFT,VBN,0
ON,IN,0
THE,DT,0
UPPER,JJ,0
CAPE,NNP,0
TO,TO,0
CORRECT,VB,0
A,DT,0
SHORTFALL,NN,0
IN,IN,0
DRINKING,NN,0
WATER,NN,0
FOR,IN,0
LOCAL,JJ,0
RESIDENTS,NNS,0
DUE,IN,0
TO,IN,0
BASE,NN,0
POLLUTION,NN,0
THAT,WDT,0
COULD,MD,0
REACH,VB,0
11,CD,0
MILLION,CD,0
GALLONS,NNS,0
PER,IN,0
DAY,NN,0
BY,IN,0
2020.THE,CD,0
RESERVATION,NN,0
IS,VBZ,0
A,DT,0
MILITARY,JJ,0
BASE,NN,0
THAT,WDT,0
'S,VBZ,0
BEEN,VBN,0
USED,VBN,0
FOR,IN,0
TRAINING,NN,0
BY,IN,0
THE,DT,0
ARMY,NNP,0
AIR,NNP,0
FORCE,NNP,0
AND,CC,0
NATIONAL,NNP,0
GUARD,NNP,0
SINCE,IN,0
1911.UNDERNEATH,NNP,0
IS,VBZ,0
CAPE,NNP,0
COD,NNP,0
'S,POS,0
SOLE,JJ,0
SOURCE,NN,0
AQUIFER,VBP,0
THE,DT,0
ONLY,JJ,0
DRINKING,VBG,0
WATER,NN,0
SOURCE,NN,0
FOR,IN,0
THE,DT,0
CAPE,NNP,0
'S,POS,0
YEAR,NN,0
-,HYPH,0
ROUND,NN,0
AND,CC,0
SEASONAL,JJ,0
RESIDENTS,NNS,0
.,.,0
SANDY,JJ,0
SOIL,NN,0
MAKES,VBZ,0
THE,DT,0
AQUIFER,VB,0
VULNERABLE,JJ,0
TO,IN,0
CONTAMINATION,NN,0
WHICH,WDT,0
CAN,MD,0
TRAVEL,VB,0
QUICKLY,RB,0
.,.,0
BUT,CC,0
AS,IN,0
WORK,NN,0
HAS,VBZ,0
GONE,VBN,0
ON,RP,0
MORE,JJR,0
AND,CC,0
MORE,JJR,0
POLLUTION,NN,0
HAS,VBZ,0
TURNED,VBN,0
UP,RP,0
SOMETIMES,RB,0
AT,IN,0
VERY,RB,0
HIGH,JJ,0
LEVELS,NNS,0
.,.,0
MOST,RBS,0
RECENTLY,RB,0
PERCHLORATE,NN,0
A,DT,0
POLLUTANT,NN,0
ASSOCIATED,VBN,0
WITH,IN,0
ROCKET,NN,0
FUEL,NN,0
THAT,WDT,0
'S,VBZ,0
SUSPECTED,VBN,0
OF,IN,0
CAUSING,VBG,0
THYROID,NN,0
DISEASE,NN,0
SHOWED,VBD,0
UP,RP,0
IN,IN,0
WATER,NN,0
SUPPLY,NN,0
WELLS,NNS,0
IN,IN,0
BOURNE,NNP,0
FORCING,VBG,0
THE,DT,0
COMMUNITY,NN,0
TO,TO,0
CONNECT,VB,0
TO,IN,0
AN,DT,0
ALTERNATE,JJ,0
WATER,NN,0
SUPPLY,NN,0
PROVIDED,VBN,0
BY,IN,0
THE,DT,0
MILITARY,NN,0
.,.,0
THE,DT,0
SUPPLY,NN,0
IS,VBZ,0
PERMANENT,JJ,0
BUT,CC,0
NOW,RB,0
PROVIDES,VBZ,0
ABOUT,IN,0
3,CD,0
MILLION,CD,0
GALLONS,NNS,0
A,DT,0
DAY,NN,0
A,DT,0
FRACTION,NN,0
OF,IN,0
WHAT,WP,0
WILL,MD,0
ULTIMATELY,RB,0
BE,VB,0
NEEDED,VBN,0
.,.,0
ON,IN,0
THE,DT,0
CAMP,NN,0
ITSELF,PRP,0
EXPLOSIVES,NNS,0
CONTAMINANTS,NNS,0
HAVE,VBP,0
TURNED,VBN,0
UP,RP,0
IN,IN,0
ABOUT,RB,0
100,CD,0
MONITORING,NN,0
WELLS,NNS,0
AND,CC,0
IN,IN,0
53,CD,0
OF,IN,0
THEM,PRP,0
AT,IN,0
LEVELS,NNS,0
EXCEEDING,VBG,0
EPA,NNP,0
'S,POS,0
HEALTH,NN,0
ADVISORY,NN,0
EPA,NNP,0
DATA,NNS,0
SHOWED,VBD,0
.,.,0
MORE,JJR,0
THAN,IN,0
200,CD,0
MONITORING,NN,0
WELLS,NNS,0
HAVE,VBP,0
BEEN,VBN,0
INSTALLED,VBN,0
THROUGHOUT,IN,0
THE,DT,0
CAMP,NN,0
.,.,0
IN,IN,0
THE,DT,0
PART,NN,0
OF,IN,0
THE,DT,0
CAMP,NN,0
KNOWN,VBN,0
AS,IN,0
DEMOLITION,NN,0
AREA,NN,0
1,CD,0
THE,DT,0
EXPLOSIVES,NNS,0
-,HYPH,0
RELATED,VBN,0
POSSIBLY,RB,0
CANCER,NN,0
-,HYPH,0
CAUSING,VBG,0
CONTAMINANT,JJ,0
RDX,NNP,0
HAS,VBZ,0
BEEN,VBN,0
FOUND,VBN,0
IN,IN,0
GROUNDWATER,NN,0
AT,IN,0
CONCENTRATIONS,NNS,0
AS,RB,0
HIGH,JJ,0
AS,IN,0
370,CD,0
PARTS,NNS,0
PER,IN,0
BILLION,CD,0
--,:,0
WELL,RB,0
ABOVE,IN,0
THE,DT,0
EPA,NNP,0
'S,POS,0
STANDARD,NN,0
OF,IN,0
TWO,CD,0
PARTS,NNS,0
PER,IN,0
BILLION,CD,0
DATA,NNS,0
SHOWED,VBD,0
.,.,0
IN,IN,0
THE,DT,0
RANGE,NN,0
'S,POS,0
SOUTHEAST,JJ,0
CORNER,NN,0
--,:,0
NEAR,IN,0
THE,DT,0
MOST,RBS,0
PRODUCTIVE,JJ,0
PART,NN,0
OF,IN,0
THE,DT,0
AQUIFER,NN,0
--,:,0
PERCHLORATE,NN,0
CONCENTRATIONS,NNS,0
AS,RB,0
HIGH,JJ,0
AS,IN,0
311,CD,0
PARTS,NNS,0
PER,IN,0
BILLION,CD,0
HAVE,VBP,0
BEEN,VBN,0
FOUND,VBN,0
NEAR,IN,0
THE,DT,0
BASE,NN,0
BOUNDARY,NN,0
UPGRADE,VB,0
FROM,IN,0
SNAKE,NNP,0
POND,NNP,0
A,DT,0
SWIMMING,NN,0
POND,NN,0
FOR,IN,0
A,DT,0
CHILDREN,NNS,0
'S,POS,0
CAMP,NN,0
DATA,NNS,0
SHOWED,VBD,0
.,.,0
EPA,NNP,0
DOES,VBZ,0
N'T,RB,0
HAVE,VB,0
A,DT,0
STANDARD,NN,0
ESTABLISHED,VBN,0
FOR,IN,0
THE,DT,0
CONTAMINANT,NN,0
BUT,CC,0
SUGGESTS,VBZ,0
A,DT,0
RANGE,NN,0
OF,IN,0
4,CD,0
-,SYM,0
18,CD,0
PARTS,NNS,0
PER,IN,0
BILLION,CD,0
FOR,IN,0
ADULTS,NNS,0
.,.,0
A,DT,0
WIRELESS,NN,0
ALL,DT,0
-,HYPH,0
WEATHER,NN,0
INFRARED,VBN,0
CAMERA,NN,0
SYSTEM,NN,0
WILL,MD,0
BE,VB,0
PLACED,VBN,0
AROUND,IN,0
VAN,NNP,0
ETTEN,NNP,0
LAKE,NNP,0
IN,IN,0
OSCODA,NNP,0
TOWNSHIP,NNP,0
TO,TO,0
DETECT,VB,0
PFAS,NN,1
DISCHARGE,NN,0
FROM,IN,0
THE,DT,0
FORMER,JJ,0
WURTSMITH,NNP,0
AIR,NNP,0
FORCE,NNP,0
BASE,NNP,0
.,.,0
DURING,IN,0
LAST,JJ,0
YEARíS,JJ,0
MULTI,JJ,0
-,JJ,0
AGENCY,JJ,0
TRAINING,NN,0
EXERCISE,NN,0
SEPTEMBER,NNP,0
25,CD,0
2015,CD,0
THREE,CD,0
VESSELS,NNS,0
CREATE,VBP,0
A,DT,0
J,NNP,0
SHAPE,NN,0
WITH,IN,0
AN,DT,0
OIL,NN,1
COLLECTION,NN,0
BOOM,NN,0
TO,TO,0
SIMULATE,VB,0
CONTAINING,VBG,0
AN,DT,0
OIL,NN,1
SLICK,NN,1
ON,IN,0
THE,DT,0
STRAITS,NNPS,0
OF,IN,0
MACKINAC,NNP,0
.,.,0
DURING,IN,0
...,NFP,0
ABOVE,IN,0
:,:,0
THE,DT,0
REMOTELY,RB,0
-,HYPH,0
OPERATED,VBN,0
UNDERWATER,JJ,0
VEHICLE,NN,0
(,-LRB-,0
ROV,NNP,0
),-RRB-,0
THAT,WDT,0
WILL,MD,0
INSPECT,VB,0
THE,DT,0
DAMAGED,VBN,0
AMERICAN,NNP,0
TRANSMISSION,NNP,0
COMPANY,NNP,0
ELECTRIC,JJ,0
CABLES,NNS,0
IS,VBZ,0
IN,IN,0
CHEBOYGAN,NNP,0
READY,JJ,0
TO,TO,0
BE,VB,0
DEPLOYED,VBN,0
AS,RB,0
SOON,RB,0
AS,IN,0
WEATHER,NN,0
CONDITIONS,NNS,0
AL,NNP,0
...,.,0
DISCHARGES,NNS,0
OF,IN,0
UNTREATED,JJ,0
OR,CC,0
PARTIALLY,RB,0
TREATED,VBN,0
SEWAGE,NN,1
FROM,IN,0
A,DT,0
CANADIAN,JJ,0
TREATMENT,NN,0
PLANT,NN,0
ARE,VBP,0
THE,DT,0
CAUSE,NN,0
OF,IN,0
ONGOING,JJ,0
BACTERIAL,JJ,0
CONTAMINATION,NN,0
THAT,WDT,0
HAS,VBZ,0
PLAGUED,VBN,0
SUGAR,NNP,0
ISLAND,NNP,0
BEACHES,NNS,0
IN,IN,0
RECENT,JJ,0
YEARS,NNS,0
ACCORDING,VBG,0
...,.,0
WASHTENAW,NNP,0
COUNTY,NNP,0
.,.,0
MI,NNP,0
--,:,0
A,DT,0
BROKEN,JJ,0
FORCE,NN,0
MAIN,JJ,0
PIPE,NN,0
ON,IN,0
BUNTON,NNP,0
ROAD,NNP,0
CAUSED,VBD,0
ABOUT,RB,0
50,CD,0
GALLONS,NNS,0
OF,IN,0
SEWAGE,NN,1
TO,TO,0
OVERFLOW,VB,0
IN,IN,0
AUGUSTA,NNP,0
TOWNSHIP,NNP,0
ON,IN,0
NEW,NNP,0
YEAR,NNP,0
íS,NNP,0
EVE,NNP,0
THE,DT,0
LINEíS,NNP,0
OWNER,NN,0
ANNOUNCED,VBD,0
THURSDAY,NNP,0
.,.,0
F&V,NNP,0
OPERATIONS,NNPS,0
AND,CC,0
RESOURCE,NNP,0
MANAGEMENT,NNP,0
SAID,VBD,0
ON,IN,0
JAN.,NNP,0
2,CD,0
THAT,IN,0
THE,DT,0
OLD,JJ,0
PIPE,NN,0
HAD,VBD,0
REACHED,VBN,0
THE,DT,0
END,NN,0
OF,IN,0
ITS,PRP$,0
LONGEVITY,NN,0
AND,CC,0
CAUSED,VBD,0
A,DT,0
2-FOOT,CD,0
-,HYPH,0
BY-2-FOOT,NN,0
SINK,NN,0
HOLE,NN,0
SOUTH,RB,0
OF,IN,0
BEMIS,NNP,0
ROAD,NNP,0
GROUP,NN,0
MANAGER,NN,0
BLAIR,NNP,0
SELOVER,NNP,0
SAID,VBD,0
.,.,0
THE,DT,0
SINK,NN,0
HOLE,NN,0
CONTAINED,VBD,0
THE,DT,0
RAW,JJ,1
WASTEWATER,NN,1
AND,CC,0
THERE,EX,0
IS,VBZ,0
NO,DT,0
PUBLIC,JJ,0
HEALTH,NN,0
CONCERN,NN,0
.,.,0
THE,DT,0
